tahun;kecamatan ;desa ;tgl kejadian;jenis bencana;jumlah kejadian;korban jiwa;ruksak berat;ruksak sedang;rusak rigan
2021;Bungbulang;Bojong;31/10/2021;Tanah Longsor;1;4;;;
2021;Malangbong;Karangmulya;01/11/2021;Tanah Longsor ;1;;;1;
2021;Tarogong Kidul;Cibunar;01/11/2021;Tanah Longsor ;1;11;;;
2021;Cilawu;Sukamukti;01/11/2021;Tanah Longsor ;1;11;;;
2021;Tarogong Kidul;Sukagalih;01/11/2021;Tanah Longsor;1;3;;1;
2021;Tarogong Kidul;Jayawaras;02/11/2021;Rumah Roboh;1;16;1;;2
2021;Tarogong Kaler ;Sirnajaya;02/11/2021;Tanah Longsor;1;6;;;
2021;Tarogong Kidul;Jayawaras;02/11/2021;Tanah Longsor;1;6;;;
2021;Cikelet;Linggamanik;03/11/2021;Tanah Longsor;1;;;;
2021;Bayongbong;Mulyasari;03/11/2021;Tanah Longsor;1;;;;
2021;Pasirwangi;Barusari;03/11/2021;Rumah Roboh;1;6;1;;
2021;Pasirwangi;Padamukti;04/11/2021;Tanah Longsor ;1;4;;;1
2021;Karangpawitan;Lebakagung;04/11/2021;Tanah Longsor;1;;;;
2021;Cilawu;Mekarmukti;04/11/2021;Tanah Longsor;1;;;;
2021;Talegong;Sukamulya;04/11/2021;Tanah Longsor;1;;;;
2021;Tarogong Kidul;Haurpanggung;04/11/2021;Kebakaran Rumah;1;;;;
2021;Malangbong;Citeras;05/11/2021;Tanah Longsor;1;3;;;
2021;Talegong;Sukamaju;05/11/2021;Tanah Longsor;1;11;;;
2021;Pamulihan;Pakenjeng;06/11/2021;Tanah Longsor;1;6;;;1
2021;Pendeuy;Toblong;06/11/2021;Tanah Longsor;1;;;;
2021;Sukaresmi;Sukalillah;06/11/2021;Banjir Bandang;1;1202;1;2;2
2021;Cilawu;Mekarmukti;07/11/2021;Tanah Longsor ;1;10;1;;
2021;Caringin;;07/11/2021;Tanah Longsor ;1;;;;
2021;Banjarwangi;Talagasari;07/11/2021;Tanah Longsor ;1;;;;
2021;Cisompet;Depok;07/11/2021;Tanah Longsor;1;;;;
2021;Cisompet;Neglasari;07/11/2021;Tanah Longsor;1;;;;
2021;Cisompet;Sindangsari;07/11/2021;Tanah Longsor;1;;;;
2021;Pakenjeng;Tanjung Jaya;07/11/2021;Tanah Longsor;1;;;;
2021;Pakenjeng;Tegal Gede;07/11/2021;Tanah Longsor;1;;;;
2021;Cibalong;Maroko;07/11/2021;Tanah Longsor;1;;;1;
2021;Banjarwangi;Dangiang;08/11/2021;Tanah Longsor;1;;;;
2021;Sukaresmi;Cintadamai;10/11/2021;Tanah Longsor;1;;;;
2021;Cisompet;Panyindangan;11/11/2021;Tanah Longsor;1;;;;
2021;Tarogong Kaler ;Pasawahan;12/11/2021;Tanah Longsor;1;;;;
2021;Karangtengah;Cintamanik;13/11/2021;Tanah Longsor;1;;;;
2021;Pasirwangi;Sarimukti;13/11/2021;Tanah Longsor;1;;;;
2021;Banjarwangi;Talagajaya;13/11/2021;Tanah Longsor;1;12;;1;
2021;Pangatikan;Sukahurip;14/11/2021;Tanah Longsor;1;9;;;
2021;Karangpawitan;Lebakjaya;15/11/2021;Tanah Longsor;1;;;;
2021;Pakenjeng;Neglasari;15/11/2021;Tanah Longsor;1;;;;
2021;Limbangan;Simpen Kaler;15/11/2021;Tanah Longsor;1;;;;
2021;Banjarwangi;Tanjung Jaya;17/11/2021;Tanah Longsor;1;;;;
2021;Pamulihan;Linggarjati;17/11/2021;Tanah Longsor;1;;;;
2021;Limbangan;Simpen Kaler;17/11/2021;Tanah Longsor;7;;;;1
2021;Pakenjeng;Sukamulya;17/11/2021;Jembatan Ambruk;1;;;;
2021;Cilawu;Mangkurakyat;17/11/2021;Tangah Longsor;1;5;;;
2021;Cibalong;Sagara;17/11/2021;Tangah Longsor;1;6;;;
2021;Karangtengah;Cintamanik;18/11/2021;Tanah Longsor;1;3;;1;
2021;Kadungora;Rancasalak;18/11/2021;Tanah Longsor;1;;;;
2021;Pasirwangi;Karyamekar;19/11/2021;Tanah Longsor;1;;;;
2021;Banyuresmi;Sukalaksana;20/11/2021;Banjir;1;6;;;
2021;Pangatikan;Sukahurip;20/11/2021;Tanah Longsor;1;6;;1;1
2021;Banyuresmi;Sukalaksana;25/11/2021;Banjir;1;13;;;
2021;Banyuresmi;Sukasenang;25/11/2021;TPT Roboh;1;;;;
2021;Sukawening;;27/11/2021;Banjir Bandang;1;370;3;1;
2021;Karangtengah;;27/11/2021;Banjir Bandang;1;1152;3;11;1
2021;Pamulihan;Linggarjati;27/11/2021;Tanah Longsor;1;;;;
2021;Kadungora;Mandalasari;02/12/2021;Tanah Longsor;1;;;;
2021;Pamulihan;Pakenjeng;02/12/2021;Tanah Longsor;1;;;;
2021;Cikelet;Ciroyom;03/12/2021;Tanah Longsor;1;;;;
2021;Karangpawitan;Lebakagung;09/12/2021;Tanah Longsor;1;;;;
2021;Kadungora;Rancasalak;09/12/2021;Tanah Longsor;1;;;;6
2021;Malangbong;Karangmulya;11/12/2021;Tanah Longsor;1;7;;1;
2021;Cibalong;Maroko;16/12/2021;Tanah Longsor;1;;;;
2021;Cisewu;Cikarang;17/12/2021;Tanah Longsor;1;;;;
2021;Mekarmukti;Cijayana;17/12/2021;Tanah Longsor;1;;;;
2021;Pakenjeng;Neglasari;17/12/2021;Tanah Longsor;1;;;;
2021;Limbangan;Simpenkaler;17/12/2021;Tanah Longsor;1;;;;
2021;Talegong;Mekarmukti;23/12/2021;Tanah Longsor;1;;;;
2021;Pangatikan;Sukahurip;23/12/2021;Tanah Longsor;1;25;;2;
2021;Talegong;Sukamulya;23/12/2021;Tanah Longsor;3;;;;
2021;Singajaya;Sukawangi;23/12/2021;Tanah Longsor;1;3;;1;
2021;Cisewu;Nyalindung;25/12/2021;Tanah Longsor;1;;;;
2021;Cisewu;Panggalih;25/12/2021;Tanah Longsor;1;;;;
2021;Cisewu;Cikarang;25/12/2021;Banjir;1;;;;
2021;Leles;Jangkurang;25/12/2021;Angin Puting Beliung;1;;;;8
2021;Cilawu;Sukamaju;25/12/2021;Tanah Longsor;1;;;;
2021;Singajaya;Karangagung;25/12/2021;Tanah Longsor;1;5;;;
2021;Banjarwangi;Tanjungjaya;25/12/2021;Tanah Longsor;1;;;;
2021;Talegong;Mekarmulya;25/12/2021;Banjir dan Tanah Longsor;2;38;8;;
2021;Talegong;Selaawi;25/12/2021;Banjir dan Tanah Longsor;2;194;;;
2021;Talegong;Mekarwangi;25/12/2021;Banjir dan Tanah Longsor;2;10;;;
2021;Cibatu;Kertajaya;27/12/2021;Angin Puting Beliung;1;;;;3
2021;Singajaya;Pancasura;27/12/2021;Lainnya;1;;;;
2021;Banyuresmi;Sukakarya;28/12/2021;Banjir;1;;;1;38
2021;Pamulihan;Linggarjati;28/12/2021;Banjir;1;7;;;2
2021;Talegong;Mekarmukti;30/12/2021;Angin Puting Beliung;1;;;;
2022;Limbangan;Simpen Kiler;10/01/2022;Tanah Longsor;1;11;;;1
2022;Samarang;Parakan;10/01/2022;Tanah Longsor;1;11;;1;
2022;Selaawi;Selaawi;13/01/2022;Banjir;1;76;;;
2022;Selaawi;Putrajawa;13/01/2022;Banjir;1;23;;;
2022;Selaawi;Mekarsari;13/01/2022;Banjir;1;9;;;
2022;Selaawi;Samida;13/01/2022;Banjir;1;;;;
2022;Selaawi;Cirapuhan;13/01/2022;Banjir;1;;;;
2022;Selaawi;Pelitaasih;13/01/2022;Banjir;1;;;;
2022;Cilawu;Mangkurakyat;15/01/2022;Tanah Longsor;1;10;;;
2022;Tarogong kidul;Sukajaya;18/01/2022;Tanah Longsor;1;;;;
2022;Cisurupan;Sukatani;19/01/2022;Banjir;1;;;;
2022;Cikajang;Cikandang;19/01/2022;Banjir;1;48;;;
2022;Cigedug;Cigedug;21/01/2022;Tanah Longsor;1;;;;
2022;Garut kota;Sukanegla;22/01/2022;Tanah Longsor;1;3;;1;
2022;Leles;Leles;24/01/2022;Angin Puting Beliung;1;135;2;;29
2022;Kadungora;Neglarasi;24/01/2022;Angin Puting Beliung;1;;1;;
2022;Karangpawitan;Lebakagung;23/01/2022;Tanah Longsor;1;8;;;
2022;Garut Kota;Sukanegla;25/01/2022;Tanah Longsor;1;;;;
2022;Cisurupan;Sukawargi;31/01/2022;Banjir;1;32;;;
2022;Cikajang;Padasuka;31/01/2022;Tanah Longsor;1;9;;;
2022;Cisurupan;Balewangi;02/02/2022;Banjir;1;;;;
2022;Cisurupan;Sukatani;09/02/2022;Tanah Longsor;1;;;;
2022;Cilawu;Sukamukti;09/02/2022;Tanah Longsor;1;;;;
2022;Cisompet;Sukamukti;09/02/2022;Angin Puting Beliung;1;21;;;7
2022;Cibalong;Simpang;09/02/2022;Angin Puting Beliung;1;;;;2
2022;Pamulihan;Garumukti;09/02/2022;Tanah Longsor;2;;;;
2022;Cikajang;Mekarwangi;17/02/2022;Banjir;1;110;;;28
2022;Cilawu;Ngamplangsari;19/02/2022;Tanah Longsor;1;;;;
2022;Pasirwangi;Pasirwangi;20/02/2022;Tanah Longsor;1;;;;
2022;Cikajang;Mekarsari;23/02/2022;Banjir;1;83;;;
2022;Cikajang;Mekarsari;23/02/2022;Tanah Longsor;1;8;;;2
2022;Cisurupan;Sukawargi;23/02/2022;Banjir;1;47;;;
2022;Cisurupan;Sukatani;23/02/2022;Banjir;1;63;;;
2022;Cisurupan;Cidatar;23/02/2022;Banjir;1;13;;;
2022;Sukaresmi;Padamukti;02/03/2022;Angin Puting Beliung;1;;;;1
2022;Talegong;Mekarmulya;03/03/2022;Tanah Longsor;1;;;;
2022;Malangbong;Bunisari;05/03/2022;Tanah Longsor;1;27;;;
2022;Karangtengah;Caringin;06/03/2022;Tanah Longsor;1;;;;
2022;Bayongbong;Mekarsari;10/03/2022;Banjir;3;42;;;
2022;Karangpawitan;Tanjungsari;11/03/2022;Angin Puting Beliung;1;19;;;5
2022;Karangpawitan;Sindangpalay;11/03/2022;Angin Puting Beliung;1;6;1;;
2022;Pasirwangi;Sukanegla;12/03/2022;Tanah Longsor;1;16;;;2
2022;Kadungora;Karangtengah;13/03/2022;Banjir;1;24;;;
2022;Banyuresmi;Sukalaksana;13/03/2022;Banjir;1;78;;;
2022;Tarogong kaler;Sukajadi;13/03/2022;Banjir;1;;;;
2022;Tarogong kaler;Mekarwangi;13/03/2022;Banjir;1;40;;;
2022;Tarogong kaler;Sukawangi;13/03/2022;Banjir;1;44;;;
2022;Cibiuk;Lingkungpasir;13/03/2022;Tanah Longsor;1;4;1;;
2022;Garut Kota;Sukanegla;13/03/2022;Tanah Longsor;1;13;;;
2022;Leles;Jangkurang;13/03/2022;Tanah Longsor;1;6;;2;
2022;Leles;Jangkurang;13/03/2022;Banjir;3;99;;;
2022;Bayongbong;Banjarsari;15/03/2022;Angin Puting Beliung;1;;;;
2022;Pangatikan;Cimaragas;17/03/2022;Tanah Longsor;1;;;;
2022;Bayongbong;Hegarmanah;17/03/2022;Tanah Longsor;1;3;;1;
2022;Cigedug;Barusuda;18/03/2022;Tanah Longsor;1;12;;;
2022;Peundeuy;Peundeuy;18/03/2022;Angin Puting Beliung;1;5;1;;
2022;Karangpawitan;Suci;19/03/2022;Banjir;1;34;;;
2022;Garut Kota;Cimuncang;20/03/2022;Tanah Longsor;2;4;;;1
2022;Banyuresmi;Sukasenang;20/03/2022;Angin Puting Beliung;1;;;;
2022;Garut Kota;Sukamentri;20/03/2022;Angin Puting Beliung;1;;;;
2022;Garut Kota;Muarasanding;24/03/2022;Banjir;2;18;;;
2022;Garut Kota;Kota Kulon;24/03/2022;Tanah Longsor;1;12;;;
2022;Karangpawitan;Situgede;25/03/2022;Tanah Longsor;1;4;;;
2022;Bayongbong;Ciela;25/03/2022;Tanah Longsor;1;5;1;;1
2022;Sucinaraja;Cigadog;25/03/2022;Tanah Longsor;4;7;;;1
2022;Karangpawitan;Situgede;25/03/2022;Tanah Longsor;1;7;;;
2022;Karangpawitan;Godog;26/03/2022;Tanah Longsor;1;24;;;1
2022;Malangbong;Barudua;27/03/2022;Tanah Longsor;1;;;;
2022;Malangbong;Mekarmulya;27/03/2022;Tanah Longsor;1;;;;
2022;Selaawi;Pelitaasih;28/03/2022;Tanah Longsor;1;;;;
2022;Sukaresmi;Sukaresmi;28/03/2022;Tanah Longsor;1;;;;
2022;Karangtengah;Cinta;31/03/2022;Tanah Longsor;1;;;;3
2022;Karangtengah;Sindanggalih;31/03/2022;Tanah Longsor;1;;;;
2022;Cikajang;Simpang;31/03/2022;Tanah Longsor;1;5;;;
2022;Kadungora;Mandalasari;31/03/2022;Tanah Longsor;1;3;;;1
2022;Garut Kota;Kota Wetan;02/04/2022;Angin Puting Beliung;1;59;;;
2022;Garut Kota;Ciwalen;03/04/2022;Angin Puting Beliung;1;429;2;;130
2022;Cihurip;Jayamukti;03/04/2022;Tanah Longsor;2;26;;;
2022;Talegong;Mekarmulya;04/04/2022;Tanah Longsor;1;;;;
2022;Malangbong;Sanding;05/04/2022;Tanah Longsor;1;3;;;
2022;Cisompet;Margamulya;16/04/2022;Tanah Longsor;4;;;;
2022;Talegong;Mekarmulya;16/04/2022;Tanah Longsor;1;;;;
2022;Talegong;Sukamulya;16/04/2022;Tanah Longsor;1;;;;
2022;Pamulihan;Pakenjeng;16/04/2022;Tanah Longsor;1;4;;;1
2022; Garut Kota;Cimuncang;19/04/2022;Tanah Longsor;1;14;;;3
2022;Pakenjeng;Depok;19/04/20212;Tanah Longsor;1;;;;
2022;Pakenjeng;Panyindangan;19/04/2022;Tanah Longsor;2;74;;;5
2022;Banjarwangi;Talagasari;20/04/2022;Tanah Longsor;1;;;;
2022;Cisurupan;Keramatwangi;20/04/2022;Tanah Longsor;1;5;;;
2022;Caringin;Sukarame;20/04/2022;Tanah Longsor;1;;;;
2022;Pamulihan;Linggarjati;20/04/2022;Tanah Longsor;1;;;;
2022;Selaawi;Putrajawa;21/04/2022;Tanah Longsor;1;7;;;
2022;Singajaya;Sukamulya;22/04/2022;Tanah Longsor;1;25;;;
2022;Malangbong;Cempaka;22/04/2022;Tanah Longsor;1;4;;;
2022;Malangbong;Cinagara;22/04/2022;Tanah Longsor;1;0;;;
2022;Singajaya;Girimukti;24/04/2022;Tanah Longsor;1;19;;;2
2022;Malangbong;Sukarasa;24/04/2022;Tanah Longsor;1;6;;;
2022;Cilawu;Dangiang;25/04/2022;Tanah Longsor;1;;;;
2022;Cilawu;Ngamplang;27/04/2022;Pohon Tumbang;1;9;;;
2022;Pasirwangi;Sukanagara;02/05/2022;Tanah Longsor;1;;;;
2022;Malangbong;Sukawayana;04/05/2022;Tanah Longsor;1;;;;
2022;Cikajang;Cipangramatan;08/05/2022;Tanah Longsor;1;;;;
2022;Banyuresmi;Sukalaksana;09/05/2022;Banjir;1;58;;;
2022;Banyuresmi;Sukakarya;09/05/2022;Banjir;1;6;;;
2022;Leles;Haruman;09/05/2022;Tanah Longsor;1;;;;
2022;Cisewu;Mekarsewu;15/05/2022;Tanah Longsor;1;;;;
2022;Talegong;Sukamulya;15/05/2022;Tanah Longsor;1;;;;
2022;Karangpawitan;Suci Kaler;15/05/2022;Cuaca Ektrim ;1;;;;
2022;Karangpawitan;Suci Kaler;15/05/2022;Cuaca Ektrim ;1;;;;
2022;Cikelet;Awassagara;24/05/2022;Cuaca Ektrim ;1;;;;
2022;Samarang;Sukakarya;28/05/2022;Cuaca Ektrim ;1;4;;;2
2022;Limbangan;Samida;31/05/2022;Tanah Longsor;1;;;;
2022;Karangpawitan;Godog;04/06/2022;Tanah Longsor;1;5;1;;
2022;Malangbong;Lewo baru;06/06/2022;Tanah Longsor;1;5;;1;
2022;Malangbong;Citeras;07/06/2022;Cuaca Ekstrim;1;4;;1;
2022;Pamulihan;Garumukti;14/06/2022;Tanah Longsor;1;;;;
2022;Cibalong;Simpang;16/06/2022;Tanah Longsor;1;4;;;1
2022;Cilawu;Sukamaju;17/06/2002;Tanah Longsor;1;3;;;
2022;Cilawu;Pasanggrahan;26/06/2002;Tanah Longsor;1;;;;
2022;Cikajang;Girijaya;26/06/2002;Tanah Longsor;1;17;;;2
2022;Leuwigoong;Leuwigoong;26/06/2002;Cuaca Ekstrim;1;;;;
2022;Karangpawitan;Situsari;28/06/2002;Tanah Longsor;1;13;;;
2022;Cibalong;Najaten, sagara, Sancang;03/07/2022;Banjir;3;132;;;
2022;Karang Tengah;Sindanggalih;07/07/2022;Tanah Longsor;1;;;;
2022;Cikajang;Mekarjaya;15/07/2022;Banjir;2;675;;;3
2022;Cikajang;Cibodas;15/07/2022;Banjir;1;288;8;1;2
2022;Cikajang;Mekarsari;15/07/2022;Banjir dan Longsor;1;57;1;;
2022;Cikajang;Cikajang;15/07/2022;Banjir dan Longsor;1;;;;
2022;Cikajang;Simpang;15/07/2022;Banjir dan Longsor;1;;;;
2022;Cikajang;Girijaya;15/07/2022;Banjir dan Longsor;1;;;19;1
2022;Cikajang;Giriawas;15/07/2022;Banjir dan Longsor;1;;;;
2022;Cibatu;Mekarsari;15/07/2022;Banjir;1;45;;;
2022;Cibatu;Sindangsuka;15/07/2022;Banjir;1;33;;;
2022;Banjarwangi;Banjarwangi;15/07/2022;Banjir;1;99;;;
2022;Banjarwangi;Padahurip;15/07/2022;Banjir;1;111;;;
2022;Banjarwangi;Jayabakti;15/07/2022;Tanah Longsor;1;27;;4;20
2022;Banjarwangi;Wangunjaya;15/07/2022;Banjir;1;;;;
2022;Banjarwangi;Bojong;15/07/2022;Banjir;1;;5;5;5
2022;Banjarwangi;Mulyajaya;15/07/2022;Banjir;1;;;6;
2022;Banjarwangi;Tanjungjaya;15/07/2022;Banjir;1;;8;;5
2022;Banjarwangi;Dangiang;15/07/2022;Banjir;1;;;;9
2022;Banjarwangi;Talagasari;15/07/2022;Banjir;1;;;;
2022;Banjarwangi;Kadongdong;15/07/2022;Banjir;1;51;;;1
2022;Garut Kota;Paminggir;15/07/2022;Banjir;1;393;;;
2022;Garut Kota;Sukanegla;15/07/2022;Banjir;1;117;3;1;
2022;Garut Kota;Muarasanding;15/07/2022;Banjir;1;435;2;2;
2022;Garut Kota;Kotawetan;15/07/2022;Banjir;1;837;2;;
2022;Garut Kota;Margawati;15/07/2022;Banjir dan Longsor;1;270;;1;2
2022;Garut Kota;Cimuncang ;15/07/2022;Banjir dan Longsor;1;276;;1;2
2022;Garut Kota;Pakuwon;15/07/2022;Banjir;1;549;;;
2022;Garut Kota;Regol;15/07/2022;Banjir;1;1707;;;
2022;Garut Kota;Ciwalen;15/07/2022;Banjir;1;2487;;;
2022;Garut Kota;Kota Kulon;15/07/2022;Banjir;1;1263;;;
2022;Garut Kota;Sukamentri;15/07/2022;Banjir;1;1143;10;3;1
2022;Tarogong Kidul;Sukajaya ;15/07/2022;Banjir;6;399;;;
2022;Tarogong Kidul;Kersamenak ;15/07/2022;Banjir;1;111;26;;1
2022;Tarogong Kidul;Jayawaras;15/07/2022;Banjir;2;123;;;
2022;Tarogong Kidul;Sukakarya;15/07/2022;Banjir;1;477;;;
2022;Tarogong Kidul;Mekargalih ;15/07/2022;Banjir;1;117;;;
2022;Tarogong Kidul;Cibunar ;15/07/2022;Banjir;1;114;;;
2022;Tarogong Kidul;Sukabakti;15/07/2022;Banjir;5;420;;1;1
2022;Tarogong Kidul;Haurpanggung;15/07/2022;Banjir;10;2883;;;
2022;Tarogong Kidul;Sukagalih;15/07/2022;Banjir;1;;1;;
2022;Tarogong Kidul;Pataruman;15/07/2022;Banjir;1;;;;
2022;Karangpawitan;Suci;15/07/2022;Banjir;1;459;;;
2022;Karangpawitan;Cimurah;15/07/2022;Banjir;3;9;;;
2022;Karangpawitan;Situjaya;15/07/2022;Banjir;1;3;;;
2022;Karangpawitan;Suci Kaler;15/07/2022;Banjir;1;243;;;
2022;Karangpawitan;Lengkongjaya;15/07/2022;Banjir;1;27;9;;
2022;Karangpawitan;Karangmulya;15/07/2022;Banjir;1;15;;;
2022;Karangpawitan;Karangsari;15/07/2022;Banjir;1;;;;
2022;Karangpawitan;Mekarasari;15/07/2022;Banjir;1;;;;
2022;Karangpawitan;Lebakjaya;15/07/2022;Banjir;1;;;;
2022;Karangpawitan;Sindanglaya;15/07/2022;Banjir;1;120;;;
2022;Bayongbong;Pamalayan;15/07/2022;Banjir;1;3;1;;
2022;Bayongbong;Ciburuy;15/07/2022;Banjir;3;18;;;
2022;Bayongbong;Bayongbong;15/07/2022;Tanah Longsor;2;21;5;;
2022;Bayongbong;Karyajaya;15/07/2022;Banjir;2;24;;;
2022;Bayongbong;Sukasenang;15/07/2022;Tanah Longsor;1;30;1;;
2022;Bayongbong;Mulyasari;15/07/2022;Banjir;1;63;;;
2022;Bayongbong;Mekarjaya;15/07/2022;Banjir;2;12;;;
2022;Bayongbong;Mekarsari;15/07/2022;Banjir;2;0;;;
2022;Bayongbong;Sirnagalih;15/07/2022;Banjir;1;72;;;
2022;Bayongbong;Banjarsari;15/07/2022;Banjir;1;45;;;
2022;Bayongbong;Hegarmanah;15/07/2022;Banjir;1;24;;;
2022;Bayongbong;Ciela;15/07/2022;Banjir;1;;;;
2022;Bayongbong;Cikedokan;15/07/2022;Banjir;1;;;;
2022;Bayongbong;Sukarame;15/07/2022;Banjir;1;;;;
2022;Bayongbong;Salakuray;15/07/2022;Banjir;7;;;;
2022;Tarogong kaler;Mekarwangi;15/07/2022;Banjir;2;27;;;
2022;Banyuresmi;Cipicung;15/07/2022;Banjir;1;3;;;
2022;Banyuresmi;Sukasenang;15/07/2022;Banjir;1;165;1;;
2022;Banyuresmi;Sukaratu;15/07/2022;Banjir;1;351;;;
2022;Cilawu;Ngamplangsari;15/07/2022;Banjir;2;402;1;5;5
2022;Cilawu;Mekarsari;15/07/2022;Tanah Longsor;1;36;2;1;
2022;Cilawu;Ngamplang;15/07/2022;Tanah Longsor;1;51;3;2;1
2022;Cilawu;Sukamaju;15/07/2022;Tanah Longsor;1;231;;1;5
2022;Cilawu;Sukamurni;15/07/2022;Tanah Longsor;1;15;;;
2022;Cilawu;Mangkurakyat;15/07/2022;Banjir dan Longsor;1;201;51;15;1
2022;Cilawu;Sukamukti;15/07/2022;Tanah Longsor;1;48;6;;
2022;Cilawu;Mekarmukti;15/07/2022;Tanah Longsor;1;;;5;2
2022;Cilawu;Sukatani;15/07/2022;Tanah Longsor;1;87;;;
2022;Cilawu;Pasanggrahan;15/07/2022;Banjir dan Longsor;1;54;2;1;
2022;Cilawu;Cilawu;15/07/2022;Banjir dan Longsor;1;;;1;
2022;Cilawu;Dayeuhmanggung;15/07/2022;Banjir dan Longsor;1;60;9;;
2022;Cilawu;Desakolot;15/07/2022;Banjir dan Longsor;1;;;;
2022;Cilawu;Karyamekar;15/07/2022;Banjir dan Longsor;1;;28;;
2022;Cilawu;Dawungsari;15/07/2022;Banjir dan Longsor;1;;18;12;
2022;Cilawu;Dangiang;15/07/2022;Banjir dan Longsor;1;6;1;;
2022;Pasirwangi;Padamukti;15/07/2022;Banjir;1;75;;;
2022;Pasirwangi;Pasirwangi;15/07/2022;Tanah Longsor;1;;;;
2022;Pasirwangi;Karyamekar;15/07/2022;Tanah Longsor;1;3;;;1
2022;Pasirwangi;Barusari;15/07/2022;Tanah Longsor;1;3;;;
2022;Pasirwangi;Padasuka;15/07/2022;Banjir;1;;;;
2022;Pasirwangi;Padaasih;15/07/2022;Banjir;1;;;;
2022;Pasirwangi;Padaawas;15/07/2022;Banjir;1;;;;
2022;Singajaya;Singajaya;15/07/2022;Banjir;1;;;;
2022;Singajaya;Karangagung;15/07/2022;Tanah Longsor;1;9;;;1
2022;Singajaya;Sukawangi;15/07/2022;Tanah Longsor;1;6;3;;
2022;Singajaya;Mekartani;15/07/2022;Tanah Longsor;1;;;;
2022;Singajaya;Pancasura;15/07/2022;Tanah Longsor;1;;;;
2022;Singajaya;Ciudian;15/07/2022;Banjir;1;27;4;;
2022;Cigedug;Barusuda;15/07/2022;Banjir;2;84;;1;
2022;Cigedug;Cigedug;15/07/2022;Banjir;1;144;;;
2022;Cigedug;Sindangsari;15/07/2022;Banjir;1;;;;
2022;Samarang;Cintarasa;15/07/2022;Tanah Longsor;4;12;;;1
2022;Samarang;Sukalaksana;15/07/2022;Tanah Longsor;3;3;;;1
2022;Samarang;Sirnasari;15/07/2022;Banjir;1;267;;;
2022;Samarang;Cintaasih;15/07/2022;Banjir;1;;;;
2022;Samarang;Samarang;15/07/2022;Banjir;3;126;;;
2022;Samarang;Cintakarya;15/07/2022;Banjir;1;3;;2;
2022;Samarang;Cisarua;15/07/2022;Tanah Longsor;1;;;;
2022;Samarang;Cintarakyat;15/07/2022;Banjir;1;;;;
2022;Samarang;Sukarasa;15/07/2022;Banjir;1;;3;3;1
2022;Sukaresmi;Mekarjaya;04/08/2022;Tanah Longsor;1;3;;;
2022;Cibalong;Sagara;11/08/2022;Tanah Longsor;1;15;;;
2022;Cibalong;Mekarwangi;11/08/2022;Tanah Longsor;1;;;;
2022;Pameungpeuk;Bojong;05/09/2022;Tanah Longsor;1;;;;
2022;Pamulihan;Linggarjati;07/09/2022;Tanah Longsor;1;3;;;
2022;Cisompet;Panyindangan;08/09/2022;Tanah Longsor;1;22;;;
2022;Karangpawitan;Situsari;08/09/2022;Tanah Longsor;1;;;;
2022;Cihurip;Jayamukti;09/09/2022;Tanah Longsor;1;8;;;
2022;Cisompet;Sindangsari;09/09/2022;Tanah Longsor;1;;;;
2022;Pasirwangi;Sarimukti;10/09/2022;Tanah Longsor;1;;;;
2022;Leles;Haruman;10/09/2022;Lainnya;1;6;1;;
2022;Banjarwangi;Bojong;11/09/2022;Banjir;1;20;;;
2022;Cilawu;Karyamekar;11/09/2022;Tanah Longsor;1;6;;1;
2022;Bayongbong;Sukasenang;11/09/2022;Tanah Longsor;1;2;;;
2022;Cilawu;Sukatani;11/09/2022;Tanah Longsor;1;;;;
2022;Cikajang;Keramatwangi;12/09/2022;Tanah Longsor;1;;;;
2022;Selaawi;Samida, Pelita Asih;13/09/2022;Angin Puting Beliung;1;28;;;
2022;Cikelet;Cigadog;17/09/2022;Angin Puting Beliung;1;3;;;
2022;Cilawu;Sukamaju;18/09/2022;Tanah Longsor;1;;;;
2022;Karangpawitan;Godog, Tanjungsari;21/09/2022;Angin Puting Beliung;1;126;;;
2022;Pameungpeuk;Mandalakasih;22/09/2022;Banjir Bandang;1;1302;2;8;
2022;Pameungpeuk;Paas;22/09/2022;Banjir Bandang;1;862;1;;
2022;Pameungpeuk;Sirnabakti;22/09/2022;Banjir Bandang;1;617;;11;4
2022;Pameungpeuk;Pameungpeuk;22/09/2022;Banjir Bandang;1;763;;;10
2022;Pameungpeuk;Bojong Kidul;22/09/2022;Banjir Bandang;1;147;1;;
2022;Pameungpeuk;Bojong Kaler;22/09/2022;Banjir Bandang;1;;;;
2022;Cisompet;Sukamukti;22/09/2022;Tanah Longsor;1;2;1;;
2022;Cisompet;Sukamukti;22/09/2022;Banjir Bandang;1;;;;
2022;Cisompet;Sukanagara;22/09/2022;Tanah Longsor;1;85;;;
2022;Cisompet;Sukanagara;22/09/2022;Banjir Bandang;1;;;;
2022;Cisompet;Neglasari;22/09/2022;Tanah Longsor;1;;;;
2022;Cisompet;Cihaurkuning;22/09/2022;Tanah Longsor;1;;;;
2022;Cisompet;Cihaurkuning;22/09/2022;Banjir Bandang;1;;;;
2022;Cisompet;Jatisari;22/09/2022;Tanah Longsor;1;;;;
2022;Cisompet;Sindangsari;22/09/2022;Tanah Longsor;1;;;;
2022;Cisompet;Margamulya;22/09/2022;Tanah Longsor;1;;;;
2022;Cisompet;Margamulya;22/09/2022;Banjir Bandang;1;;;;
2022;Cisompet;Panyindangan;22/09/2022;Banjir Bandang;1;;;;
